task_id,operation,x,y,result
3,pow,8.5748682573449102,2.2587461645335818,128.21060149391283
5,pow,6.621594793136742,5.5618886966467214,36821.596036393523
8,pow,5.5824423981598885,5.0545824862302879,5955.041290470348
11,pow,0.58477456555649865,3.4041812711684951,0.16098541463735738
13,pow,4.9372528075577007,3.1026348565748285,141.78551576750465
18,pow,0.59359762331140431,4.7409016195308595,0.084362333359293926
22,pow,8.0860176538721635,3.3823634990694673,1175.6787430635527
25,pow,8.573599902862771,4.2683351352627943,9617.3036431057699
28,pow,4.7444752184681009,4.9446850329485645,2205.6550150786702
31,pow,7.3573228992111144,1.1143377724638543,9.2431208233877804
34,pow,3.0122704816792938,3.5711674802361673,51.31100935671838
37,pow,4.9232615539607076,0.10096294608540768,1.1746051295864477
41,pow,6.8835225591071163,2.5506606667632923,137.07899156383198
44,pow,3.1005178078737323,5.7684718429415165,683.63536149549907
47,pow,6.9038158150062161,4.1549977961782583,3064.8820243676228
50,pow,2.0445206626826176,3.0944963148309856,9.1437483417969023
53,pow,8.7354688044127986,2.4340225600519094,195.48430201127775
56,pow,1.2210502660757563,5.5043872055768315,3.002029821722271
60,pow,8.2662130001228,4.540345218220903,14618.021547455046
62,pow,6.6794806829167692,2.7123669966757831,172.58572662651605
65,pow,6.1070552441678609,0.52025239851990102,2.5634857291570983
68,pow,9.1927905856141408,2.5042237893389676,258.63530974758868
73,pow,0.5042504344347023,1.4757268960281473,0.36407186566429867
77,pow,5.9817694295720738,2.1406257248399818,46.015227453546458
80,pow,5.0186061749279869,0.32243539808934496,1.6822587508178461
83,pow,3.6644045981699378,3.3340569609382245,75.931071165653805
85,pow,2.1074261890380561,3.9924594623756917,19.614092721297016
88,pow,8.1546307815508641,3.9400263335801498,3899.0333618974018
91,pow,5.0387496699083032,4.6432215593330941,1824.0648994977141
94,pow,1.6405838980365981,4.6254795153553872,9.8734948037718908
98,pow,4.7986280336409068,4.5344251545271304,1225.9547812312976
100,pow,2.1010536497692551,2.0304606286157365,4.5153968147768939
103,pow,6.1675596673643867,4.829314669432204,6541.9321964544979
104,pow,6.6882346892870617,5.7209941281216912,52674.723969214421
108,pow,6.0221107288762354,1.849288529522136,27.668167398351304
110,pow,0.91368614916384405,4.6216258221440274,0.65889861408996042
113,pow,5.9419983980570583,5.317769879133925,13049.536863453128
116,pow,2.4927320245919522,1.7551680077437743,4.9685802716848917
119,pow,8.0741849177194549,5.9410762907794785,244986.7124171172
121,pow,7.4596309186105305,5.337130944031653,45478.561832195235
124,pow,9.5358840548682426,5.1825220790625277,119003.52026116264
127,pow,2.4902825195268603,2.2491656279999441,7.784465108848643
130,pow,7.8656498203398062,5.6250087530144572,109273.53896139837
133,pow,0.3692980035098623,0.66319921455660624,0.51651714225425971
135,pow,5.5957071264373814,3.591827397594781,485.47401787242273
139,pow,6.588611518543515,1.8722204174357437,34.116357720200241
141,pow,3.4050601171101862,2.1953542940971178,14.729989229743909
144,pow,7.6383101414267607,0.33899993454355981,1.9922141614562825
147,pow,1.7369694142029868,4.6171260290744431,12.798252522033504
150,pow,0.82222628254416386,5.0459982887571062,0.37243159970515877
153,pow,3.1813925590151078,5.3542592358352152,491.06967003658235
156,pow,2.804906759948802,5.8362965921992593,411.32471118925031
