task_id,operation,x,y,result
1,sin,-570.70098393595867,0,0.87666174232708527
5,sin,-93.618164313330809,0,0.58883386161638096
10,sin,-472.26808321538607,0,-0.85687921836052439
12,sin,-582.98232026173525,0,0.9765729247280206
13,sin,23.540698599280098,0,-0.99977430580214977
16,sin,475.05953466828112,0,-0.62804935877115797
19,sin,792.7400129865099,0,0.87170170903873323
22,sin,-909.92127134062719,0,0.90888313873126114
25,sin,101.66905509377244,0,0.90783430872344573
27,sin,-42.080700973307181,0,0.94578285506938908
29,sin,-120.2507500029395,0,-0.76447668961454374
34,sin,-640.3052084361467,0,0.54776703007058303
35,sin,203.64850431300408,0,0.52695874308988566
38,sin,-483.20037430830132,0,0.56867517123619182
39,sin,-112.46735619723603,0,0.58912805750109176
42,sin,39.042690929873338,0,0.97429703100648735
43,sin,-375.83679569609063,0,0.91452118963393736
46,sin,-574.38597141778996,0,-0.50163192636248022
47,sin,110.07469120737801,0,-0.11866803594487077
50,sin,-730.93364641796745,0,-0.87110203025287392
53,sin,864.37548236391137,0,-0.42367863651979454
56,sin,435.74921026546519,0,0.80291450787681973
58,sin,240.76475173993182,0,0.90774723962786807
60,sin,-198.0810031977399,0,0.15997568590805836
63,sin,984.52772593873885,0,-0.9353422597315546
66,sin,135.34872419289678,0,-0.25731256363528165
70,sin,580.6681268942682,0,0.50252254733782331
74,sin,-571.59946562618711,0,0.16957393529408141
77,sin,231.18956122400846,0,-0.96036121623991155
81,sin,-716.9238824127101,0,-0.59780277271965843
85,sin,588.04322130009746,0,-0.5357494532726278
87,sin,-448.05225565769115,0,-0.93039677414931565
90,sin,-908.74161006030658,0,0.73205469850217331
94,sin,896.4835346507034,0,-0.9042535705948227
95,sin,909.78569223730801,0,-0.95691283805916627
98,sin,-441.48996248073689,0,-0.9953768611574636
102,sin,429.9383253795084,0,0.44382996960131171
105,sin,288.65773027862332,0,-0.3604906440986268
107,sin,-990.79853437925044,0,0.93089248835379057
108,sin,755.48644641610599,0,0.99778391986727843
111,sin,147.96360268774268,0,-0.30386604652233601
113,sin,774.32487623745635,0,0.99698187413321337
116,sin,-411.43904969506997,0,-0.10936870726099297
118,sin,570.16803577999963,0,-0.99951858191345067
122,sin,-254.21556687652603,0,-0.25073367365640531
126,sin,-830.05384175344454,0,-0.62363269457782589
129,sin,141.54630837318359,0,-0.17375260220213304
132,sin,520.1850404955419,0,-0.96855109343643886
133,sin,542.12972312046065,0,0.97906294355945966
134,sin,-546.48944217500446,0,0.1471433379847833
140,sin,-50.661689896956965,0,-0.38592237055847867
143,sin,-625.3964032861528,0,0.21770770320324606
146,sin,-705.34704233353432,0,-0.99823089647594443
149,sin,637.52940203065032,0,0.21227912197525395
153,sin,591.44060463556002,0,0.73195426661340013
157,sin,179.66877687750517,0,-0.56298705645263125
160,sin,291.68160748768844,0,0.46754306444196386
161,sin,57.527616298645555,0,0.82991122125615657
164,sin,-389.50290910344773,0,0.054552847054185033
165,sin,-274.06515556355993,0,0.67914319348871355
167,sin,-745.75164975931898,0,0.9299183840414833
170,sin,378.83606240961967,0,0.9626563004758667
173,sin,-555.99542282166249,0,-0.066427912416938878
176,sin,213.54885228921839,0,-0.079364601679057983
178,sin,257.91476396445012,0,0.29949791560665445
181,sin,-86.948755507718744,0,0.84992281667797298
184,sin,912.87084673417769,0,0.97176878026336144
189,sin,104.98578277749115,0,-0.96701154531310807
190,sin,175.26339043912787,0,-0.61768702310560675
194,sin,-93.927979840756734,0,0.31437648599617446
197,sin,-587.01423593638424,0,-0.44716232253708948
200,sin,646.07755015056023,0,-0.8868749051258763
203,sin,-494.32521550761544,0,0.88900559746528784
204,sin,257.67734030496172,0,0.066693169738774441
207,sin,-776.58438722004792,0,0.57368828225958957
210,sin,-821.73649948182265,0,0.97802662689493314
211,sin,-295.77160237018086,0,-0.4456434776862197
214,sin,-90.3033696889255,0,-0.71931604903523894
215,sin,-27.064970837569867,0,-0.93539095420817631
217,sin,-874.57923711929254,0,-0.93788370711841529
219,sin,807.80471264131813,0,-0.40355655651692929
221,sin,-462.70888002549862,0,0.78005890152335955
224,sin,-668.67772245577942,0,-0.46312045606926866
234,sin,-723.4297769529453,0,-0.76009976221543352
237,sin,-886.35645946400268,0,-0.41444342896333475
242,sin,-715.88119327053289,0,0.39119687229353373
245,sin,537.52156124321732,0,-0.30431332244787002
248,sin,538.03712224591766,0,-0.73439745168645354
251,sin,-571.83199560097319,0,-0.06209267851864126
254,sin,-234.55308490607729,0,-0.87544903260807905
257,sin,424.24525319038111,0,-0.12987702752431554
